Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m)
IDCJAC0016,086338,2024,06,30,7.7
IDCJAC0016,086338,2024,07,01,7.9
IDCJAC0016,086338,2024,07,02,8.4
IDCJAC0016,086338,2024,07,03,9.4
IDCJAC0016,086338,2024,07,04,6.2
IDCJAC0016,086338,2024,07,05,4.4
IDCJAC0016,086338,2024,07,06,7.1
IDCJAC0016,086338,2024,07,07,9.5
IDCJAC0016,086338,2024,07,08,6.3
IDCJAC0016,086338,2024,07,09,3.9
IDCJAC0016,086338,2024,07,10,7.1
IDCJAC0016,086338,2024,07,11,5.1
IDCJAC0016,086338,2024,07,12,7.8
IDCJAC0016,086338,2024,07,13,9.5
IDCJAC0016,086338,2024,07,14,8.7
IDCJAC0016,086338,2024,07,15,5.4
IDCJAC0016,086338,2024,07,16,7.8
IDCJAC0016,086338,2024,07,17,8.3
IDCJAC0016,086338,2024,07,18,8.5
IDCJAC0016,086338,2024,07,19,4.8
IDCJAC0016,086338,2024,07,20,4.4
IDCJAC0016,086338,2024,07,21,8.3
IDCJAC0016,086338,2024,07,22,8.4
IDCJAC0016,086338,2024,07,23,10.6
IDCJAC0016,086338,2024,07,24,7.0
IDCJAC0016,086338,2024,07,25,4.4
IDCJAC0016,086338,2024,07,26,10.9
IDCJAC0016,086338,2024,07,27,5.3
IDCJAC0016,086338,2024,07,28,8.8
IDCJAC0016,086338,2024,07,29,5.8
IDCJAC0016,086338,2024,07,30,11.3
IDCJAC0016,086338,2024,07,31,7.6
IDCJAC0016,086338,2024,08,01,11.4
IDCJAC0016,086338,2024,08,02,11.4
IDCJAC0016,086338,2024,08,03,7.1
IDCJAC0016,086338,2024,08,04,11.6
IDCJAC0016,086338,2024,08,05,10.4
IDCJAC0016,086338,2024,08,06,11.6
IDCJAC0016,086338,2024,08,07,11.2
IDCJAC0016,086338,2024,08,08,9.8
IDCJAC0016,086338,2024,08,09,12.5
IDCJAC0016,086338,2024,08,10,12.4
IDCJAC0016,086338,2024,08,11,12.9
IDCJAC0016,086338,2024,08,12,13.0
IDCJAC0016,086338,2024,08,13,13.2
IDCJAC0016,086338,2024,08,14,9.7
IDCJAC0016,086338,2024,08,15,10.0
IDCJAC0016,086338,2024,08,16,6.1
IDCJAC0016,086338,2024,08,17,11.5
IDCJAC0016,086338,2024,08,18,11.0
IDCJAC0016,086338,2024,08,19,13.6
IDCJAC0016,086338,2024,08,20,6.3
IDCJAC0016,086338,2024,08,21,10.6
IDCJAC0016,086338,2024,08,22,13.0
IDCJAC0016,086338,2024,08,23,11.5
IDCJAC0016,086338,2024,08,24,13.7
IDCJAC0016,086338,2024,08,25,11.6
IDCJAC0016,086338,2024,08,26,9.9
IDCJAC0016,086338,2024,08,27,11.0
IDCJAC0016,086338,2024,08,28,13.3
IDCJAC0016,086338,2024,08,29,10.1
IDCJAC0016,086338,2024,08,30,12.7
IDCJAC0016,086338,2024,08,31,9.0
IDCJAC0016,086338,2024,09,01,12.2
IDCJAC0016,086338,2024,09,02,13.3
IDCJAC0016,086338,2024,09,03,12.9
IDCJAC0016,086338,2024,09,04,14.9
IDCJAC0016,086338,2024,09,05,5.9
IDCJAC0016,086338,2024,09,06,6.6
IDCJAC0016,086338,2024,09,07,16.2
IDCJAC0016,086338,2024,09,08,12.2
IDCJAC0016,086338,2024,09,09,10.4
IDCJAC0016,086338,2024,09,10,17.5
IDCJAC0016,086338,2024,09,11,10.1
IDCJAC0016,086338,2024,09,12,17.7
IDCJAC0016,086338,2024,09,13,12.9
IDCJAC0016,086338,2024,09,14,8.1
IDCJAC0016,086338,2024,09,15,16.8
IDCJAC0016,086338,2024,09,16,15.1
IDCJAC0016,086338,2024,09,17,16.4
IDCJAC0016,086338,2024,09,18,19.2
IDCJAC0016,086338,2024,09,19,13.2
IDCJAC0016,086338,2024,09,20,10.2
IDCJAC0016,086338,2024,09,21,12.7
IDCJAC0016,086338,2024,09,22,14.2
IDCJAC0016,086338,2024,09,23,11.5
IDCJAC0016,086338,2024,09,24,15.8
IDCJAC0016,086338,2024,09,25,6.0
IDCJAC0016,086338,2024,09,26,13.7
IDCJAC0016,086338,2024,09,27,21.1
IDCJAC0016,086338,2024,09,28,21.0
IDCJAC0016,086338,2024,09,29,6.0
IDCJAC0016,086338,2024,09,30,20.4
IDCJAC0016,086338,2024,10,01,17.3
IDCJAC0016,086338,2024,10,02,22.0
IDCJAC0016,086338,2024,10,03,21.5
IDCJAC0016,086338,2024,10,04,16.0
IDCJAC0016,086338,2024,10,05,15.8
IDCJAC0016,086338,2024,10,06,17.0
IDCJAC0016,086338,2024,10,07,7.8
IDCJAC0016,086338,2024,10,08,18.2
IDCJAC0016,086338,2024,10,09,23.4
IDCJAC0016,086338,2024,10,10,23.1
IDCJAC0016,086338,2024,10,11,19.4
IDCJAC0016,086338,2024,10,12,23.6
IDCJAC0016,086338,2024,10,13,22.0
IDCJAC0016,086338,2024,10,14,22.7
IDCJAC0016,086338,2024,10,15,22.7
IDCJAC0016,086338,2024,10,16,21.8
