Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,040913,2024,12,07,30.9,1,Y
IDCJAC0010,040913,2024,12,08,35.7,1,Y
IDCJAC0010,040913,2024,12,09,31.0,1,Y
IDCJAC0010,040913,2024,12,10,29.5,1,Y
IDCJAC0010,040913,2024,12,11,27.4,1,Y
IDCJAC0010,040913,2024,12,12,29.9,1,Y
IDCJAC0010,040913,2024,12,13,31.1,1,Y
IDCJAC0010,040913,2024,12,14,28.8,1,Y
IDCJAC0010,040913,2024,12,15,29.8,1,Y
IDCJAC0010,040913,2024,12,16,29.2,1,Y
IDCJAC0010,040913,2024,12,17,30.3,1,Y
IDCJAC0010,040913,2024,12,18,30.5,1,Y
IDCJAC0010,040913,2024,12,19,27.7,1,Y
IDCJAC0010,040913,2024,12,20,28.5,1,Y
IDCJAC0010,040913,2024,12,21,30.6,1,Y
IDCJAC0010,040913,2024,12,22,30.1,1,Y
IDCJAC0010,040913,2024,12,23,30.6,1,Y
IDCJAC0010,040913,2024,12,24,30.6,1,Y
IDCJAC0010,040913,2024,12,25,29.0,1,Y
IDCJAC0010,040913,2024,12,26,29.6,1,Y
IDCJAC0010,040913,2024,12,27,31.1,1,Y
IDCJAC0010,040913,2024,12,28,32.1,1,Y
IDCJAC0010,040913,2024,12,29,31.1,1,Y
IDCJAC0010,040913,2024,12,30,30.6,1,Y
IDCJAC0010,040913,2024,12,31,29.7,1,Y
